Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Einzelhandelsrelevante Kaufkraft;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erreichbarkeit von Mittelzentren;Erreichbarkeit von Oberzentren;Nahversorgung Supermärkte Durchschnittsdistanz;Nahversorgung Apotheken Durchschnittsdistanz;Arbeitslose
;;;2015;2015;2016;2017;2018;2019;2020;2021;2022;2016;2017;2018;2019;2020;2021;2022;2021;2021;2021;2021;2015
"14626440";"Quitzdorf am See / Kwetanecy pri jezoru";"Gemeinden";"18.183,65";"5.881,00";"8,34";"8,31";"8,34";"8,34";"8,34";"8,28";"8,31";"1,18";"1,16";"1,16";"1,18";"1,18";"1,16";"1,16";"11,08";"26,11";"4.484,64";"6.531,14";"59,00"
"14626450";"Reichenbach/O.L., Stadt";"Gemeinden";"18.657,70";"6.287,87";"9,00";"9,07";"9,16";"9,16";"9,18";"9,20";"9,21";"0,43";"0,49";"0,49";"0,51";"0,51";"0,51";"0,51";"13,56";"20,22";"1.625,49";"2.072,23";"244,00"
"14626460";"Rietschen / Rěčicy";"Gemeinden";"18.461,92";"6.265,58";"7,75";"7,75";"7,32";"7,32";"7,30";"7,30";"7,30";"1,00";"1,00";"0,98";"0,98";"0,98";"0,98";"0,98";"12,03";"36,00";"1.681,89";"1.619,31";"115,00"
"14626470";"Rosenbach";"Gemeinden";"18.136,56";"5.638,64";"9,63";"9,68";"9,68";"9,68";"9,68";"9,68";"9,72";"1,78";"1,78";"1,78";"1,78";"1,78";"1,78";"1,74";"8,25";"29,14";"4.366,72";"4.867,69";"65,00"
"14626480";"Rothenburg/O.L., Stadt";"Gemeinden";"18.145,02";"5.867,99";"15,22";"15,23";"15,22";"15,23";"15,23";"15,22";"15,23";"1,78";"1,78";"1,78";"1,78";"1,78";"1,78";"1,78";"15,54";"27,36";"2.333,22";"2.463,48";"214,00"
"14626490";"Schleife / Slepo";"Gemeinden";"20.542,66";"5.985,46";"9,71";"9,71";"10,71";"10,81";"11,21";"11,21";"11,29";"0,36";"0,36";"1,21";"1,79";"2,00";"2,00";"2,02";"12,50";"31,07";"1.231,80";"1.694,78";"96,00"
"14626500";"Schönau-Berzdorf a. d. Eigen";"Gemeinden";"18.142,52";"5.574,84";"6,83";"6,83";"6,83";"6,83";"6,83";"7,05";"7,05";"0,54";"0,54";"0,54";"0,54";"0,54";"0,72";"0,72";"21,12";"21,12";"3.849,90";"4.447,87";"64,00"
"14626510";"Schönbach";"Gemeinden";"18.517,52";"5.522,28";"14,73";"14,73";"14,73";"14,73";"14,73";"14,73";"14,73";"2,64";"2,64";"2,64";"2,64";"2,64";"2,64";"2,64";"10,64";"24,76";"682,40";"4.077,58";"41,00"
"14626520";"Schöpstal";"Gemeinden";"20.988,14";"6.754,05";"12,99";"13,29";"13,29";"13,29";"13,29";"13,29";"13,32";"0,94";"1,14";"1,14";"1,14";"1,14";"1,11";"1,14";"10,35";"10,35";"3.196,03";"3.381,44";"62,00"
"14626530";"Seifhennersdorf, Stadt";"Gemeinden";"19.084,01";"6.038,58";"15,59";"15,59";"15,59";"15,64";"16,84";"17,68";"17,68";"1,20";"1,20";"1,20";"1,20";"1,52";"1,62";"1,62";"17,16";"37,32";"1.263,29";"980,86";"192,00"
"14626560";"Trebendorf / Trjebin";"Gemeinden";"18.433,40";"5.686,47";"9,33";"9,39";"9,39";"9,42";"9,58";"9,55";"9,55";"0,69";"0,69";"0,69";"0,72";"0,81";"0,81";"0,81";"8,21";"34,38";"2.932,96";"3.269,31";"30,00"
"14626570";"Vierkirchen";"Gemeinden";"18.449,86";"5.513,50";"9,69";"9,77";"9,77";"9,77";"9,77";"9,77";"9,88";"0,40";"0,68";"0,68";"0,68";"0,68";"0,68";"0,71";"14,66";"20,07";"2.151,26";"5.496,21";"61,00"
"14626580";"Waldhufen";"Gemeinden";"18.439,45";"5.870,12";"7,62";"8,00";"7,98";"8,00";"8,00";"8,15";"8,17";"0,80";"1,21";"1,21";"1,19";"1,19";"1,19";"1,19";"5,55";"24,18";"2.637,85";"5.953,65";"100,00"
"14626590";"Weißkeißel / Wuskidź";"Gemeinden";"18.268,04";"5.695,30";"7,08";"7,08";"7,10";"7,08";"7,08";"7,06";"7,06";"0,43";"0,43";"0,43";"0,43";"0,43";"0,43";"0,43";"7,88";"45,96";"2.790,73";"2.944,77";"68,00"
"14626600";"Weißwasser/O.L., Stadt / Běła Woda";"Gemeinden";"18.229,73";"6.660,24";"18,26";"17,90";"17,93";"17,89";"17,91";"17,89";"17,88";"3,74";"3,74";"3,74";"3,72";"3,74";"3,72";"3,85";"0,00";"42,59";"467,90";"591,51";"1.518,00"
"14626610";"Zittau, Stadt";"Gemeinden";"18.404,81";"6.751,71";"23,94";"24,34";"24,99";"25,00";"25,02";"25,02";"25,02";"3,79";"4,03";"4,48";"4,48";"4,46";"4,45";"4,45";"0,00";"34,36";"617,58";"956,79";"1.803,00"
"14627010";"Coswig, Stadt";"Gemeinden";"20.806,26";"6.402,68";"32,03";"32,19";"32,07";"32,26";"32,30";"32,42";"32,42";"2,78";"2,86";"2,86";"2,98";"2,94";"3,01";"3,01";"0,00";"28,63";"573,47";"841,05";"836,00"
"14627020";"Diera-Zehren";"Gemeinden";"19.821,45";"6.317,63";"8,12";"8,10";"8,17";"8,24";"8,24";"8,26";"8,31";"0,60";"0,65";"0,67";"0,74";"0,74";"0,74";"0,74";"7,08";"40,33";"3.930,20";"6.465,94";"90,00"
"14627030";"Ebersbach";"Gemeinden";"19.940,96";"5.557,12";"5,68";"5,69";"5,69";"5,71";"5,72";"5,95";"6,15";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,28";"14,48";"27,32";"2.574,26";"5.784,68";"123,00"
"14627040";"Glaubitz";"Gemeinden";"20.644,33";"5.695,37";"14,86";"14,86";"14,79";"14,79";"14,79";"14,79";"14,86";"1,64";"1,64";"1,57";"1,57";"1,57";"1,57";"1,57";"8,35";"49,58";"2.235,53";"2.315,59";"48,00"
"14627050";"Gröditz, Stadt";"Gemeinden";"18.682,11";"6.205,76";"15,27";"15,55";"15,55";"15,55";"15,55";"15,55";"15,62";"0,79";"0,79";"0,79";"0,79";"0,79";"0,79";"0,79";"12,91";"55,44";"864,09";"996,07";"562,00"
"14627060";"Großenhain, Stadt";"Gemeinden";"18.695,40";"6.032,24";"11,30";"11,35";"11,38";"11,41";"11,41";"11,42";"11,48";"1,17";"1,17";"1,18";"1,19";"1,19";"1,19";"1,18";"0,00";"39,55";"1.129,41";"1.976,87";"938,00"
"14627070";"Hirschstein";"Gemeinden";"18.644,92";"5.691,04";"6,57";"6,83";"6,83";"6,83";"6,86";"6,86";"6,82";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,26";"7,71";"50,21";"5.883,82";"5.953,95";"58,00"
"14627080";"Käbschütztal";"Gemeinden";"18.650,50";"5.740,74";"6,50";"6,54";"6,56";"6,62";"6,66";"6,68";"6,70";"0,30";"0,32";"0,32";"0,32";"0,32";"0,34";"0,34";"8,09";"37,73";"2.875,32";"5.105,81";"96,00"
"14627100";"Klipphausen";"Gemeinden";"19.815,71";"6.037,30";"9,16";"9,18";"9,21";"9,23";"9,32";"9,36";"9,44";"0,72";"0,72";"0,72";"0,72";"0,77";"0,77";"0,79";"7,99";"27,17";"3.463,04";"5.126,22";"292,00"
"14627110";"Lampertswalde";"Gemeinden";"18.496,46";"5.638,63";"6,93";"6,94";"6,94";"6,96";"6,98";"6,98";"6,98";"0,22";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"12,88";"29,54";"2.567,22";"7.358,38";"82,00"
"14627130";"Lommatzsch, Stadt";"Gemeinden";"19.681,88";"6.119,54";"6,81";"6,81";"6,83";"6,84";"6,86";"7,74";"7,76";"0,47";"0,47";"0,47";"0,47";"0,47";"0,57";"0,57";"14,39";"44,86";"1.552,74";"1.769,21";"199,00"
"14627140";"Meißen, Stadt";"Gemeinden";"19.938,57";"6.363,63";"33,12";"33,12";"33,18";"33,25";"33,25";"33,34";"34,35";"3,10";"3,07";"3,07";"3,07";"3,04";"3,23";"3,59";"0,00";"33,25";"515,62";"726,20";"1.871,00"
"14627150";"Moritzburg";"Gemeinden";"22.120,80";"6.129,06";"13,34";"13,38";"13,40";"13,42";"13,44";"13,53";"13,59";"2,37";"2,37";"2,34";"2,37";"2,34";"2,34";"2,34";"9,91";"20,93";"1.060,97";"2.395,69";"138,00"
"14627170";"Niederau";"Gemeinden";"19.407,59";"5.738,33";"11,06";"11,15";"11,20";"11,20";"11,23";"11,23";"11,51";"0,77";"0,82";"0,82";"0,82";"0,79";"0,79";"0,77";"7,53";"31,78";"2.988,45";"3.029,28";"106,00"
"14627180";"Nossen, Stadt";"Gemeinden";"19.190,19";"6.037,55";"10,25";"10,26";"10,27";"10,29";"10,31";"10,37";"10,38";"0,42";"0,42";"0,42";"0,42";"0,43";"0,43";"0,43";"13,88";"29,20";"2.396,42";"3.020,35";"441,00"
"14627190";"Nünchritz";"Gemeinden";"21.536,27";"6.235,64";"14,19";"14,23";"14,23";"14,26";"14,48";"14,55";"14,55";"1,66";"1,66";"1,63";"1,63";"1,63";"1,63";"1,63";"10,80";"50,90";"1.680,60";"2.068,26";"184,00"
"14627200";"Priestewitz";"Gemeinden";"18.478,48";"5.819,28";"7,26";"7,29";"7,29";"7,28";"7,29";"7,33";"7,36";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,31";"6,22";"39,00";"4.576,57";"5.757,31";"94,00"
"14627210";"Radebeul, Stadt";"Gemeinden";"24.018,33";"6.550,31";"46,90";"47,25";"47,32";"47,51";"47,78";"47,93";"48,09";"3,90";"3,98";"4,02";"4,02";"4,06";"4,13";"4,17";"0,00";"18,62";"682,95";"817,29";"941,00"
"14627220";"Radeburg, Stadt";"Gemeinden";"20.948,62";"5.924,43";"12,50";"12,53";"12,55";"12,57";"12,62";"12,74";"13,38";"1,54";"1,52";"1,52";"1,52";"1,55";"1,54";"1,70";"18,61";"20,22";"1.447,15";"1.733,57";"217,00"
"14627230";"Riesa, Stadt";"Gemeinden";"19.869,57";"6.552,39";"26,18";"26,21";"26,24";"26,35";"28,13";"28,48";"28,50";"3,33";"3,34";"3,34";"3,34";"4,07";"4,11";"4,12";"0,00";"57,92";"567,84";"814,90";"1.929,00"
"14627240";"Röderaue";"Gemeinden";"19.772,19";"6.500,72";"7,97";"8,04";"8,78";"8,81";"8,81";"8,81";"8,81";"0,59";"0,59";"0,94";"0,94";"0,94";"0,94";"0,94";"15,43";"51,13";"3.118,42";"3.396,92";"110,00"
"14627250";"Schönfeld";"Gemeinden";"18.931,83";"5.708,75";"8,02";"8,22";"8,25";"8,27";"8,25";"8,30";"8,30";"0,46";"0,64";"0,64";"0,64";"0,64";"0,64";"0,64";"14,31";"25,24";"2.235,84";"6.544,27";"40,00"
"14627260";"Stauchitz";"Gemeinden";"18.765,27";"6.023,91";"9,27";"9,30";"9,30";"9,36";"9,64";"9,82";"9,88";"0,55";"0,55";"0,55";"0,55";"0,55";"0,55";"0,55";"10,24";"50,03";"1.956,49";"5.438,41";"121,00"
"14627270";"Strehla, Stadt";"Gemeinden";"19.329,66";"5.866,78";"9,71";"9,71";"9,74";"9,71";"9,71";"9,71";"9,71";"0,76";"0,76";"0,76";"0,79";"0,79";"0,79";"0,79";"10,11";"64,79";"1.016,85";"1.139,58";"170,00"
"14627290";"Thiendorf";"Gemeinden";"19.132,11";"5.462,15";"6,97";"7,00";"7,02";"7,05";"7,08";"7,10";"7,32";"0,58";"0,58";"0,58";"0,58";"0,58";"0,56";"0,55";"14,81";"22,99";"4.217,71";"6.985,73";"102,00"
"14627310";"Weinböhla";"Gemeinden";"21.591,94";"6.202,66";"24,76";"24,97";"25,03";"25,34";"25,55";"25,76";"26,03";"2,68";"2,68";"2,73";"2,79";"2,79";"2,79";"2,79";"4,42";"28,44";"756,95";"912,06";"221,00"
"14627340";"Wülknitz";"Gemeinden";"19.314,76";"5.938,35";"10,95";"10,98";"11,04";"11,04";"11,04";"11,07";"11,07";"0,57";"0,57";"0,57";"0,57";"0,57";"0,64";"0,64";"14,10";"54,41";"5.363,96";"5.932,40";"60,00"
"14627360";"Zeithain";"Gemeinden";"19.592,53";"6.237,16";"11,90";"11,92";"11,92";"11,93";"11,95";"11,96";"11,96";"2,12";"2,12";"2,12";"2,12";"2,12";"2,11";"2,11";"6,48";"53,39";"2.436,35";"2.702,75";"296,00"
"14628010";"Altenberg, Stadt";"Gemeinden";"19.566,76";"6.350,43";"7,29";"7,31";"7,32";"7,32";"7,32";"7,34";"7,34";"0,65";"0,66";"0,66";"0,66";"0,66";"0,66";"0,66";"19,16";"42,33";"2.072,55";"3.150,77";"253,00"
"14628020";"Bad Gottleuba-Berggießhübel, Stadt";"Gemeinden";"20.090,77";"6.013,46";"7,39";"7,39";"7,42";"7,43";"7,41";"7,41";"7,42";"0,36";"0,36";"0,37";"0,37";"0,35";"0,35";"0,35";"16,75";"31,41";"2.321,57";"3.349,80";"162,00"
"14628030";"Bad Schandau, Stadt";"Gemeinden";"19.676,29";"6.314,24";"6,54";"6,52";"6,54";"6,59";"6,61";"6,61";"6,63";"0,41";"0,41";"0,41";"0,43";"0,43";"0,43";"0,43";"21,99";"44,23";"1.416,40";"2.268,62";"146,00"
"14628040";"Bahretal";"Gemeinden";"19.410,88";"5.618,08";"7,68";"7,71";"7,73";"7,76";"7,79";"7,84";"7,84";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"12,92";"24,13";"3.529,68";"4.152,05";"55,00"
"14628050";"Bannewitz";"Gemeinden";"22.348,85";"6.328,28";"20,81";"20,92";"21,04";"21,13";"21,17";"21,44";"21,55";"2,87";"2,87";"2,87";"2,91";"2,91";"2,91";"2,91";"8,96";"11,88";"891,29";"1.103,88";"245,00"
"14628060";"Dippoldiswalde, Stadt";"Gemeinden";"20.541,47";"6.323,13";"9,46";"9,48";"9,51";"9,55";"9,60";"9,64";"9,65";"0,71";"0,70";"0,70";"0,71";"0,71";"0,72";"0,72";"0,00";"24,69";"1.418,75";"3.023,43";"401,00"
"14628070";"Dohma";"Gemeinden";"21.007,10";"6.315,39";"9,01";"9,01";"9,01";"9,06";"9,22";"9,22";"9,22";"1,38";"1,38";"1,38";"1,38";"1,38";"1,38";"1,38";"6,70";"26,36";"2.412,16";"3.706,44";"35,00"
"14628080";"Dohna, Stadt";"Gemeinden";"21.184,43";"6.253,81";"15,53";"15,56";"15,60";"15,67";"15,70";"15,77";"15,81";"0,91";"0,91";"0,91";"0,94";"0,94";"0,98";"0,98";"8,49";"17,55";"894,24";"1.661,31";"188,00"
"14628090";"Dorfhain";"Gemeinden";"20.688,60";"6.135,59";"10,56";"10,72";"10,72";"10,72";"10,72";"10,72";"10,72";"0,64";"0,64";"0,64";"0,64";"0,64";"0,64";"0,64";"12,80";"31,31";"3.713,02";"4.673,64";"22,00"
"14628100";"Dürrröhrsdorf-Dittersbach";"Gemeinden";"19.139,46";"6.060,99";"8,55";"8,69";"8,76";"8,78";"8,78";"8,80";"8,87";"0,51";"0,53";"0,53";"0,53";"0,53";"0,53";"0,53";"15,71";"30,04";"2.061,03";"2.026,83";"112,00"
"14628110";"Freital, Stadt";"Gemeinden";"20.943,85";"6.482,26";"29,57";"29,69";"29,79";"29,93";"30,00";"30,10";"30,18";"2,32";"2,35";"2,40";"2,40";"2,42";"2,47";"2,55";"0,00";"18,80";"642,87";"800,04";"2.050,00"
"14628130";"Glashütte, Stadt";"Gemeinden";"20.487,22";"6.561,32";"6,42";"6,46";"6,49";"6,53";"6,55";"6,57";"6,58";"0,38";"0,37";"0,38";"0,38";"0,38";"0,38";"0,39";"12,84";"32,50";"2.380,79";"3.368,91";"183,00"
"14628140";"Gohrisch";"Gemeinden";"19.887,15";"6.117,04";"5,31";"5,31";"5,33";"5,36";"5,42";"5,53";"5,53";"0,55";"0,54";"0,54";"0,54";"0,54";"0,63";"0,63";"19,61";"41,86";"3.121,74";"3.655,94";"64,00"
"14628150";"Hartmannsdorf-Reichenau";"Gemeinden";"19.566,02";"5.429,86";"5,68";"5,68";"5,68";"5,71";"5,71";"5,75";"5,75";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"14,84";"39,52";"3.082,99";"2.161,86";"20,00"
"14628160";"Heidenau, Stadt";"Gemeinden";"19.335,80";"6.163,71";"45,44";"45,71";"45,89";"46,07";"46,25";"46,70";"46,79";"3,79";"3,88";"3,88";"3,88";"3,88";"4,07";"4,07";"6,79";"20,23";"386,65";"580,80";"949,00"
"14628170";"Hermsdorf/Erzgeb.";"Gemeinden";"18.498,98";"5.650,13";"5,93";"5,93";"5,93";"5,98";"5,98";"5,98";"5,98";"0,40";"0,40";"0,40";"0,35";"0,35";"0,35";"0,40";"19,55";"44,24";"7.136,58";"6.943,13";"14,00"
"14628190";"Hohnstein, Stadt";"Gemeinden";"18.228,68";"6.081,72";"5,60";"5,60";"5,60";"5,62";"5,63";"5,65";"5,66";"0,31";"0,31";"0,31";"0,31";"0,32";"0,32";"0,32";"29,12";"46,23";"2.344,32";"5.930,08";"116,00"
"14628205";"Klingenberg";"Gemeinden";"19.691,02";"5.836,91";"6,63";"6,69";"6,69";"6,70";"6,70";"6,72";"6,72";"0,22";"0,22";"0,22";"0,22";"0,22";"0,23";"0,23";"16,35";"37,77";"1.847,12";"4.215,39";"172,00"
"14628210";"Königstein/Sächs. Schw., Stadt";"Gemeinden";"18.965,58";"6.133,81";"11,83";"11,83";"11,83";"11,83";"11,87";"11,90";"11,90";"0,44";"0,44";"0,48";"0,48";"0,48";"0,48";"0,48";"14,50";"36,75";"1.530,24";"1.580,19";"95,00"
"14628220";"Kreischa";"Gemeinden";"23.527,87";"6.027,84";"10,68";"10,79";"10,86";"10,86";"10,96";"11,03";"11,03";"1,59";"1,59";"1,59";"1,59";"1,59";"1,63";"1,63";"12,40";"19,60";"1.328,34";"1.431,61";"84,00"
"14628230";"Liebstadt, Stadt";"Gemeinden";"19.743,37";"6.486,03";"4,55";"4,55";"4,58";"4,58";"4,58";"4,58";"4,58";"0,21";"0,21";"0,21";"0,21";"0,21";"0,21";"0,21";"17,50";"28,69";"3.695,70";"5.631,74";"36,00"
"14628240";"Lohmen";"Gemeinden";"19.542,40";"5.951,97";"6,91";"6,95";"6,99";"7,03";"7,10";"7,10";"7,10";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"11,88";"30,57";"660,90";"985,84";"86,00"
"14628250";"Müglitztal";"Gemeinden";"18.956,80";"6.129,01";"8,19";"8,19";"8,23";"8,28";"8,28";"8,33";"8,33";"0,43";"0,43";"0,43";"0,43";"0,43";"0,48";"0,48";"12,69";"21,75";"2.082,51";"4.151,37";"58,00"
"14628260";"Neustadt in Sachsen, Stadt";"Gemeinden";"19.480,38";"6.185,74";"10,80";"10,83";"10,85";"10,88";"10,90";"10,91";"10,95";"0,70";"0,71";"0,71";"0,71";"0,70";"0,70";"0,71";"31,91";"32,82";"1.295,09";"1.479,54";"537,00"
"14628270";"Pirna, Stadt";"Gemeinden";"20.563,68";"6.515,06";"28,33";"28,80";"28,91";"28,95";"29,12";"29,16";"29,27";"3,35";"3,37";"3,43";"3,45";"3,49";"3,51";"3,54";"0,00";"22,76";"560,51";"1.065,62";"1.800,00"
"14628300";"Rabenau, Stadt";"Gemeinden";"21.125,94";"6.114,81";"8,23";"8,23";"8,27";"8,30";"8,43";"8,56";"8,56";"0,62";"0,62";"0,62";"0,65";"0,65";"0,78";"0,78";"4,78";"21,29";"1.095,69";"1.608,70";"134,00"
"14628310";"Rathen, Kurort";"Gemeinden";"19.684,15";"6.738,04";"12,36";"12,36";"12,36";"12,64";"12,64";"12,64";"12,64";"0,84";"0,84";"0,84";"0,84";"0,84";"0,84";"0,84";"15,26";"38,02";"2.470,62";"5.885,70";"12,00"
"14628320";"Rathmannsdorf";"Gemeinden";"18.941,52";"5.896,37";"11,39";"11,62";"11,39";"11,39";"11,39";"11,39";"11,67";"0,46";"0,46";"0,46";"0,46";"0,46";"0,46";"0,46";"22,25";"44,50";"833,85";"1.862,01";"41,00"
"14628330";"Reinhardtsdorf-Schöna";"Gemeinden";"19.107,54";"5.901,33";"4,85";"4,85";"4,85";"4,88";"4,88";"4,88";"4,91";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"27,43";"49,67";"6.416,20";"7.631,89";"42,00"
"14628340";"Rosenthal-Bielatal";"Gemeinden";"19.429,47";"6.037,65";"4,46";"4,48";"4,51";"4,53";"4,53";"4,55";"4,55";"0,30";"0,30";"0,32";"0,30";"0,30";"0,30";"0,30";"18,55";"39,39";"2.407,25";"6.838,86";"45,00"
"14628360";"Sebnitz, Stadt";"Gemeinden";"18.992,93";"6.471,05";"7,37";"7,38";"7,40";"7,41";"7,44";"7,45";"7,47";"0,48";"0,48";"0,49";"0,49";"0,50";"0,50";"0,50";"36,07";"42,77";"1.075,05";"1.929,21";"467,00"
"14628370";"Stadt Wehlen, Stadt";"Gemeinden";"19.863,31";"6.110,99";"8,94";"8,94";"8,94";"8,94";"8,85";"8,94";"8,94";"0,55";"0,55";"0,55";"0,55";"0,55";"0,55";"0,55";"12,58";"31,28";"3.650,53";"4.207,91";"30,00"
"14628380";"Stolpen, Stadt";"Gemeinden";"19.358,35";"6.184,77";"7,51";"7,54";"7,62";"7,67";"7,74";"7,80";"7,82";"0,39";"0,39";"0,43";"0,43";"0,43";"0,43";"0,43";"18,11";"33,37";"1.744,49";"2.043,88";"169,00"
"14628390";"Struppen";"Gemeinden";"20.212,60";"6.109,98";"10,03";"10,07";"10,17";"10,27";"10,27";"10,32";"10,32";"0,97";"0,97";"0,97";"0,97";"0,97";"0,97";"0,97";"9,50";"32,26";"2.838,57";"3.911,47";"64,00"
"14628400";"Tharandt, Stadt";"Gemeinden";"21.953,68";"6.400,35";"5,63";"5,64";"5,66";"5,69";"5,71";"5,73";"5,81";"0,22";"0,22";"0,22";"0,22";"0,24";"0,24";"0,24";"4,89";"23,68";"2.433,91";"2.001,41";"129,00"
"14628410";"Wilsdruff, Stadt";"Gemeinden";"21.522,73";"6.101,44";"12,97";"13,03";"13,16";"13,21";"13,28";"13,31";"13,32";"1,25";"1,25";"1,30";"1,29";"1,27";"1,27";"1,30";"14,22";"20,56";"1.672,03";"2.361,33";"370,00"
"14713000";"Leipzig, Stadt";"Gemeinden";"20.150,07";"6.513,86";"53,55";"53,97";"54,19";"54,47";"54,66";"54,90";"55,29";"11,05";"11,39";"11,68";"11,60";"11,68";"11,93";"12,11";"0,00";"0,00";"382,95";"450,33";"27.270,00"
"14729010";"Bad Lausick, Stadt";"Gemeinden";"20.613,25";"6.228,02";"10,47";"10,50";"10,35";"10,35";"10,40";"10,41";"10,64";"1,30";"1,31";"1,31";"1,31";"1,31";"1,31";"1,39";"14,30";"34,98";"1.480,95";"1.548,58";"291,00"
"14729020";"Belgershain";"Gemeinden";"21.969,78";"5.585,13";"10,48";"10,53";"10,53";"10,53";"10,57";"10,57";"10,79";"0,92";"0,88";"0,88";"0,88";"0,88";"0,88";"0,96";"19,02";"26,32";"3.986,58";"4.046,48";"100,00"
"14729030";"Bennewitz";"Gemeinden";"20.720,64";"5.889,32";"12,39";"12,39";"12,41";"12,41";"12,41";"12,45";"12,50";"2,82";"2,82";"2,82";"2,80";"2,80";"2,82";"2,76";"4,29";"26,27";"1.564,71";"2.974,91";"142,00"
"14729040";"Böhlen, Stadt";"Gemeinden";"19.156,70";"6.524,17";"26,67";"26,67";"26,67";"26,63";"31,58";"31,58";"34,94";"3,42";"3,42";"3,38";"3,38";"3,24";"3,24";"3,24";"11,16";"18,47";"974,92";"1.268,74";"325,00"
"14729050";"Borna, Stadt";"Gemeinden";"19.143,80";"6.254,21";"20,61";"20,61";"20,63";"20,64";"20,90";"21,75";"21,84";"3,43";"3,43";"3,43";"3,43";"3,41";"3,41";"3,49";"0,00";"26,78";"957,24";"1.152,18";"1.059,00"
"14729060";"Borsdorf";"Gemeinden";"22.673,83";"6.165,29";"30,56";"30,69";"30,69";"30,63";"30,63";"30,95";"31,39";"6,97";"6,97";"6,91";"6,91";"6,84";"6,84";"6,97";"15,93";"17,85";"976,45";"780,26";"221,00"
"14729070";"Brandis, Stadt";"Gemeinden";"22.317,02";"6.367,88";"23,82";"23,82";"23,85";"23,96";"24,16";"24,16";"24,22";"4,27";"4,30";"4,27";"4,24";"4,24";"4,21";"4,18";"13,65";"23,86";"744,13";"1.665,13";"312,00"
"14729080";"Colditz, Stadt";"Gemeinden";"19.629,21";"6.155,85";"10,76";"10,76";"10,79";"10,79";"10,80";"10,80";"10,85";"1,55";"1,55";"1,55";"1,55";"1,55";"1,55";"1,56";"17,80";"43,43";"1.346,21";"1.972,31";"376,00"
"14729100";"Elstertrebnitz";"Gemeinden";"19.286,60";"6.222,84";"10,21";"10,21";"10,21";"10,21";"10,21";"10,21";"10,38";"3,34";"3,34";"3,34";"3,34";"3,34";"3,26";"3,26";"16,33";"30,35";"2.288,45";"2.217,74";"32,00"
"14729140";"Frohburg, Stadt";"Gemeinden";"19.722,47";"5.978,06";"8,64";"8,68";"8,69";"8,71";"8,73";"8,75";"8,87";"0,90";"1,07";"1,08";"1,07";"1,09";"1,09";"1,12";"9,36";"32,63";"3.040,26";"2.408,87";"453,00"
"14729150";"Geithain, Stadt";"Gemeinden";"19.593,24";"5.989,00";"13,14";"12,23";"12,25";"12,26";"12,30";"12,36";"12,39";"2,05";"1,57";"1,63";"1,63";"1,65";"1,65";"1,59";"16,16";"32,50";"1.649,32";"1.953,55";"296,00"
"14729160";"Grimma, Stadt";"Gemeinden";"19.690,87";"6.267,39";"12,00";"12,02";"12,07";"12,09";"12,10";"12,12";"12,45";"1,79";"1,79";"1,80";"1,79";"1,81";"1,82";"1,86";"0,00";"28,95";"1.219,17";"1.904,39";"1.326,00"
"14729170";"Groitzsch, Stadt";"Gemeinden";"19.354,62";"6.166,65";"9,51";"9,32";"9,33";"9,33";"9,33";"9,35";"9,46";"1,43";"1,41";"1,41";"1,45";"1,44";"1,44";"1,62";"18,09";"28,65";"1.159,92";"1.450,46";"286,00"
"14729190";"Großpösna";"Gemeinden";"21.714,48";"6.265,72";"17,62";"17,62";"17,71";"17,88";"17,88";"17,88";"17,95";"1,78";"1,83";"1,81";"1,83";"1,80";"1,80";"1,78";"14,10";"21,41";"1.519,42";"1.745,99";"106,00"
"14729220";"Kitzscher, Stadt";"Gemeinden";"18.884,45";"6.527,51";"11,57";"11,60";"11,78";"11,85";"11,85";"11,88";"12,12";"1,76";"1,76";"1,76";"1,76";"1,76";"1,76";"1,83";"6,75";"27,43";"750,90";"927,09";"289,00"
"14729245";"Lossatal";"Gemeinden";"17.713,94";"5.843,75";"7,32";"7,33";"7,35";"7,37";"7,39";"7,40";"7,42";"0,85";"0,85";"0,85";"0,85";"0,85";"0,85";"0,85";"12,60";"43,16";"2.379,27";"3.918,15";"209,00"
"14729250";"Machern";"Gemeinden";"24.545,75";"6.035,34";"15,70";"15,72";"15,77";"15,80";"15,85";"15,87";"16,11";"3,57";"3,49";"3,49";"3,49";"3,49";"3,47";"3,60";"9,38";"21,18";"1.701,88";"1.669,73";"178,00"
